palavra,freq_spam,freq_ham,diff_freq,total_freq
moved,5,35,-30,40
hold,8,38,-30,46
reminder,2,32,-30,34
lay,4,34,-30,38
explain,2,32,-30,34
scope,3,33,-30,36
separate,1,31,-30,32
associated,2,32,-30,34
reply,72,102,-30,174
contain,4,34,-30,38
consulting,10,40,-30,50
detailed,9,39,-30,48
ability,16,46,-30,62
primary,8,38,-30,46
formal,2,32,-30,34
commitment,8,38,-30,46
contacting,5,35,-30,40
signed,8,38,-30,46
control,28,58,-30,86
committee,5,35,-30,40
documents,11,41,-30,52
pursue,2,32,-30,34
except,4,34,-30,38
evaluate,2,32,-30,34
factors,11,41,-30,52
concerned,1,32,-31,33
expertise,3,34,-31,37
sign,14,45,-31,59
chief,4,35,-31,39
package,13,44,-31,57
spring,5,36,-31,41
reserve,9,40,-31,49
latest,38,69,-31,107
pleasure,8,39,-31,47
functions,1,32,-31,33
added,7,38,-31,45
minutes,33,64,-31,97
travel,11,42,-31,53
methodology,2,33,-31,35
crude,1,32,-31,33
purchase,14,45,-31,59
format,4,35,-31,39
commerce,6,37,-31,43
direction,3,34,-31,37
events,18,49,-31,67
guy,1,32,-31,33
books,7,38,-31,45
home,80,111,-31,191
decide,11,42,-31,53
stage,6,37,-31,43
select,7,38,-31,45
common,10,41,-31,51
utility,1,32,-31,33
assist,16,47,-31,63
register,9,40,-31,49
prompt,9,41,-32,50
purpose,8,40,-32,48
cross,3,35,-32,38
thomas,5,37,-32,42
difference,7,39,-32,46
consistent,4,36,-32,40
daily,23,55,-32,78
behalf,7,39,-32,46
say,33,65,-32,98
difficulties,1,33,-32,34
williams,1,33,-32,34
primarily,1,33,-32,34
users,19,51,-32,70
world,58,90,-32,148
contribution,3,35,-32,38
require,15,47,-32,62
decisions,2,34,-32,36
facilitate,2,34,-32,36
whole,11,43,-32,54
user,37,69,-32,106
spend,4,36,-32,40
identify,10,42,-32,52
strategic,6,39,-33,45
nov,1,34,-33,35
physical,5,38,-33,43
lst,7,40,-33,47
efficient,4,37,-33,41
relevant,4,37,-33,41
factor,7,40,-33,47
space,9,42,-33,51
wholesale,6,39,-33,45
dave,4,37,-33,41
science,4,37,-33,41
panel,1,34,-33,35
strong,21,54,-33,75
excited,1,34,-33,35
developments,1,34,-33,35
privileged,4,37,-33,41
care,12,46,-34,58
wondering,2,36,-34,38
efforts,31,65,-34,96
longer,23,57,-34,80
generation,10,44,-34,54
policy,15,49,-34,64
stephen,4,38,-34,42
clear,16,50,-34,66
oct,1,35,-34,36
career,10,44,-34,54
forwarding,3,37,-34,40
conduct,3,37,-34,40
directory,4,38,-34,42
announcement,5,39,-34,44
solutions,8,42,-34,50
friend,14,48,-34,62
pipeline,1,35,-34,36
field,12,46,-34,58
specifically,2,36,-34,38
proposal,11,45,-34,56
enclosed,1,36,-35,37
assets,13,48,-35,61
unless,7,42,-35,49
concerns,4,39,-35,43
wed,1,36,-35,37
plans,19,54,-35,73
came,8,43,-35,51
spread,5,40,-35,45
expected,16,51,-35,67
inform,14,49,-35,63
scheduling,1,36,-35,37
regulatory,2,37,-35,39
messages,6,41,-35,47
load,1,36,-35,37
activities,10,45,-35,55
drive,16,52,-36,68
berkeley,1,37,-36,38
transmission,9,45,-36,54
assume,4,40,-36,44
speaking,3,39,-36,42
located,6,42,-36,48
database,19,55,-36,74
board,11,47,-36,58
obtain,7,43,-36,50
individuals,7,43,-36,50
giving,13,49,-36,62
fixed,13,49,-36,62
town,1,38,-37,39
quick,13,50,-37,63
late,13,50,-37,63
successful,15,52,-37,67
word,16,53,-37,69
presented,3,40,-37,43
joining,2,39,-37,41
oil,15,52,-37,67
own,47,84,-37,131
applied,1,38,-37,39
visiting,7,44,-37,51
calendar,2,39,-37,41
contacted,5,42,-37,47
created,9,46,-37,55
certainly,2,39,-37,41
helpful,1,38,-37,39
single,9,46,-37,55
performance,26,64,-38,90
base,7,45,-38,52
fall,6,44,-38,50
recommend,5,43,-38,48
jan,2,40,-38,42
workshop,1,39,-38,40
bill,17,55,-38,72
little,20,58,-38,78
publications,2,40,-38,42
otherwise,19,57,-38,76
prefer,4,42,-38,46
notify,3,41,-38,44
applications,13,51,-38,64
donna,2,40,-38,42
highly,13,51,-38,64
consideration,5,43,-38,48
helping,4,42,-38,46
official,11,50,-39,61
member,15,54,-39,69
annual,13,52,-39,65
actually,7,46,-39,53
computer,27,66,-39,93
table,3,42,-39,45
possibly,2,41,-39,43
charge,19,58,-39,77
ben,2,41,-39,43
ext,4,43,-39,47
leaving,2,41,-39,43
show,22,61,-39,83
mention,3,42,-39,45
julie,3,42,-39,45
session,9,48,-39,57
excel,1,40,-39,41
makes,16,55,-39,71
brown,5,44,-39,49
major,18,57,-39,75
mine,2,41,-39,43
registration,4,44,-40,48
description,6,46,-40,52
function,1,41,-40,42
therefore,16,56,-40,72
updated,14,54,-40,68
informed,5,45,-40,50
dec,2,42,-40,44
higher,10,50,-40,60
hard,25,65,-40,90
fact,25,65,-40,90
intended,15,55,-40,70
administration,5,46,-41,51
standard,31,72,-41,103
hesitate,4,45,-41,49
perspective,2,43,-41,45
requires,8,49,-41,57
proceed,2,43,-41,45
dept,2,43,-41,45
central,5,46,-41,51
individual,16,57,-41,73
least,14,55,-41,69
provides,8,49,-41,57
similar,7,48,-41,55
impact,10,51,-41,61
beginning,3,44,-41,47
testing,2,44,-42,46
processes,5,47,-42,52
convenient,4,46,-42,50
rac,9,51,-42,60
sometime,1,43,-42,44
outside,10,52,-42,62
pass,5,47,-42,52
must,48,90,-42,138
start,78,120,-42,198
academic,2,44,-42,46
existing,8,50,-42,58
rest,14,56,-42,70
jason,1,43,-42,44
running,5,47,-42,52
code,22,64,-42,86
every,38,80,-42,118
confirmation,6,48,-42,54
progress,3,45,-42,48
terms,26,68,-42,94
assistance,16,59,-43,75
especially,11,54,-43,65
approximately,2,45,-43,47
likely,5,48,-43,53
environment,5,48,-43,53
availability,13,56,-43,69
ted,1,44,-43,45
changed,7,50,-43,57
expect,17,60,-43,77
title,11,54,-43,65
published,4,47,-43,51
bit,21,65,-44,86
delay,1,45,-44,46
always,30,74,-44,104
overview,2,46,-44,48
relationship,8,52,-44,60
forum,1,45,-44,46
baylor,1,45,-44,46
requirements,17,61,-44,78
determine,4,48,-44,52
reference,14,59,-45,73
asap,1,46,-45,47
portfolio,16,61,-45,77
george,2,47,-45,49
electric,1,47,-46,48
natural,20,66,-46,86
per,57,103,-46,160
close,11,57,-46,68
phd,1,47,-46,48
public,20,66,-46,86
providing,14,60,-46,74
strategy,2,48,-46,50
implementation,1,47,-46,48
wants,5,51,-46,56
feb,2,48,-46,50
greatly,5,52,-47,57
costs,10,57,-47,67
knowledge,16,63,-47,79
info,36,83,-47,119
accounting,8,55,-47,63
agreed,9,56,-47,65
distribution,17,64,-47,81
pay,27,74,-47,101
service,46,93,-47,139
setting,1,48,-47,49
files,8,55,-47,63
broadband,1,48,-47,49
correct,4,51,-47,55
possibility,2,50,-48,52
lee,1,49,-48,50
sense,2,50,-48,52
particular,6,54,-48,60
sandeep,1,49,-48,50
haven,4,52,-48,56
american,16,64,-48,80
consider,7,55,-48,62
storage,2,50,-48,52
historical,9,57,-48,66
chairman,2,50,-48,52
difficult,4,53,-49,57
economics,1,50,-49,51
agree,5,54,-49,59
past,27,76,-49,103
letter,18,67,-49,85
future,89,138,-49,227
spot,1,50,-49,51
input,2,51,-49,53
necessary,22,71,-49,93
institute,2,51,-49,53
internet,57,106,-49,163
product,40,89,-49,129
busy,2,51,-49,53
willing,6,55,-49,61
trade,18,67,-49,85
anyone,28,78,-50,106
critical,4,54,-50,58
gave,3,53,-50,56
asset,2,52,-50,54
listed,21,71,-50,92
brief,3,53,-50,56
mean,13,63,-50,76
focus,13,63,-50,76
convenience,15,65,-50,80
european,5,55,-50,60
internal,8,58,-50,66
unfortunately,2,52,-50,54
write,18,68,-50,86
robert,5,55,-50,60
york,10,61,-51,71
lead,7,58,-51,65
rate,28,79,-51,107
ahead,6,57,-51,63
organization,21,72,-51,93
inc,33,84,-51,117
agreement,17,68,-51,85
answer,9,60,-51,69
indicated,3,54,-51,57
large,16,68,-52,84
responsibility,6,58,-52,64
included,16,68,-52,84
needed,20,72,-52,92
electronic,4,56,-52,60
reporting,5,57,-52,62
mind,18,70,-52,88
deadline,1,53,-52,54
austin,1,54,-53,55
james,3,56,-53,59
report,36,89,-53,125
read,34,87,-53,121
add,15,68,-53,83
greg,1,54,-53,55
participants,5,58,-53,63
proposed,5,58,-53,63
various,7,61,-54,68
non,18,72,-54,90
discussions,11,65,-54,76
mid,6,60,-54,66
night,2,56,-54,58
unit,5,59,-54,64
scott,2,57,-55,59
saturday,2,57,-55,59
advance,2,57,-55,59
cell,7,62,-55,69
prices,70,125,-55,195
chance,17,72,-55,89
products,42,97,-55,139
rather,5,60,-55,65
supply,10,65,-55,75
called,15,70,-55,85
patrick,1,56,-55,57
line,55,110,-55,165
colleagues,4,59,-55,63
test,5,60,-55,65
across,6,61,-55,67
written,4,59,-55,63
fit,14,69,-55,83
vacation,7,62,-55,69
create,17,73,-56,90
form,62,118,-56,180
notes,3,59,-56,62
traders,2,58,-56,60
application,23,79,-56,102
network,16,72,-56,88
view,25,81,-56,106
although,11,67,-56,78
worked,8,64,-56,72
upon,26,82,-56,108
password,6,62,-56,68
contracts,10,67,-57,77
complete,34,91,-57,125
international,22,79,-57,101
potential,23,80,-57,103
allow,21,78,-57,99
suggest,1,58,-57,59
met,2,59,-57,61
high,37,95,-58,132
ken,1,59,-58,60
areas,8,66,-58,74
begin,8,66,-58,74
useful,4,62,-58,66
second,22,80,-58,102
perhaps,4,62,-58,66
maybe,10,68,-58,78
presentations,4,62,-58,66
resource,8,66,-58,74
california,7,65,-58,72
submitted,2,60,-58,62
stay,12,70,-58,82
series,4,62,-58,66
copies,4,62,-58,66
administrative,2,61,-59,63
article,3,62,-59,65
found,24,83,-59,107
completed,9,68,-59,77
box,21,80,-59,101
associates,9,68,-59,77
commercial,9,68,-59,77
developed,7,66,-59,73
order,99,158,-59,257
structure,12,71,-59,83
heard,4,63,-59,67
mba,1,60,-59,61
september,6,66,-60,72
joe,1,61,-60,62
groups,1,61,-60,62
numbers,18,78,-60,96
yes,21,81,-60,102
evening,1,61,-60,62
once,39,99,-60,138
writing,6,66,-60,72
prior,9,69,-60,78
three,39,99,-60,138
develop,15,76,-61,91
pdf,1,62,-61,63
staff,6,67,-61,73
spreadsheet,1,62,-61,63
right,78,139,-61,217
guys,8,69,-61,77
period,11,72,-61,83
moving,5,66,-61,71
quite,6,67,-61,73
works,22,83,-61,105
general,27,88,-61,115
side,9,70,-61,79
recruiting,2,63,-61,65
required,25,86,-61,111
jones,7,69,-62,76
thought,17,79,-62,96
under,63,125,-62,188
study,2,64,-62,66
steven,1,63,-62,64
deal,24,87,-63,111
suggestions,3,66,-63,69
left,13,76,-63,89
previous,5,68,-63,73
ideas,7,71,-64,78
tell,16,80,-64,96
stanford,3,67,-64,70
interviews,1,65,-64,66
employees,8,72,-64,80
immediately,26,90,-64,116
example,10,74,-64,84
class,8,72,-64,80
leave,12,76,-64,88
training,11,75,-64,86
planning,5,70,-65,75
return,30,95,-65,125
employee,4,69,-65,73
significant,8,73,-65,81
got,30,95,-65,125
chris,1,66,-65,67
follows,8,73,-65,81
participate,10,75,-65,85
enjoyed,1,67,-66,68
background,2,68,-66,70
building,8,74,-66,82
hour,9,75,-66,84
question,10,76,-66,86
chair,1,67,-66,68
main,4,70,-66,74
direct,11,77,-66,88
hear,11,77,-66,88
head,9,76,-67,85
status,11,78,-67,89
problems,19,86,-67,105
confidential,19,86,-67,105
hello,72,139,-67,211
companies,44,111,-67,155
developing,3,70,-67,73
bob,1,68,-67,69
points,1,68,-67,69
directly,11,78,-67,89
couple,7,75,-68,82
seeing,2,70,-68,72
richard,1,69,-68,70
effort,17,85,-68,102
voice,4,72,-68,76
christie,1,69,-68,70
fine,4,72,-68,76
alex,1,69,-68,70
yet,29,98,-69,127
far,12,81,-69,93
invitation,3,72,-69,75
seminar,2,71,-69,73
technology,22,91,-69,113
involved,13,82,-69,95
month,41,110,-69,151
cover,5,74,-69,79
touch,2,72,-70,74
capital,17,87,-70,104
industrial,4,74,-70,78
recently,21,91,-70,112
opportunities,24,94,-70,118
skills,4,74,-70,78
executive,3,73,-70,76
real,49,119,-70,168
kind,28,98,-70,126
moore,1,71,-70,72
held,7,78,-71,85
results,44,115,-71,159
understanding,4,75,-71,79
myself,6,77,-71,83
thoughts,2,73,-71,75
participation,3,74,-71,77
check,51,122,-71,173
paul,1,73,-72,74
full,51,123,-72,174
appropriate,4,77,-73,81
confirm,12,85,-73,97
operations,7,80,-73,87
student,2,75,-73,77
speak,4,77,-73,81
ago,7,80,-73,87
document,2,76,-74,78
present,16,90,-74,106
hotel,4,78,-74,82
looks,6,81,-75,87
basis,11,86,-75,97
said,22,97,-75,119
idea,11,86,-75,97
analyst,3,78,-75,81
firm,9,84,-75,93
feedback,3,78,-75,81
key,21,96,-75,117
august,5,81,-76,86
final,8,84,-76,92
summary,1,77,-76,78
continue,19,96,-77,115
doing,20,97,-77,117
november,2,79,-77,81
europe,7,84,-77,91
making,26,103,-77,129
response,26,103,-77,129
spoke,1,78,-77,79
senior,9,87,-78,96
commodity,1,79,-78,80
street,18,96,-78,114
months,23,101,-78,124
taking,19,97,-78,116
systems,24,102,-78,126
responsible,1,79,-78,80
does,65,143,-78,208
contract,8,86,-78,94
times,23,101,-78,124
weekend,2,81,-79,83
being,47,126,-79,173
keep,32,111,-79,143
page,17,96,-79,113
someone,14,94,-80,108
telephone,16,96,-80,112
due,35,115,-80,150
too,43,123,-80,166
now,186,266,-80,452
lot,27,107,-80,134
positions,4,84,-80,88
sending,20,101,-81,121
volatility,2,83,-81,85
projects,19,100,-81,119
approach,3,85,-82,88
down,18,100,-82,118
suggested,3,85,-82,88
tom,1,83,-82,84
above,35,117,-82,152
done,33,115,-82,148
approval,10,92,-82,102
decision,14,96,-82,110
getting,37,119,-82,156
change,41,123,-82,164
coordinator,2,84,-82,86
floor,5,88,-83,93
corporate,23,106,-83,129
off,36,119,-83,155
something,17,100,-83,117
center,16,99,-83,115
everyone,14,98,-84,112
run,13,97,-84,110
coming,11,95,-84,106
short,27,112,-85,139
addition,6,91,-85,97
later,14,99,-85,113
around,29,115,-86,144
seems,3,89,-86,92
resources,14,100,-86,114
made,75,161,-86,236
talking,10,97,-87,107
via,14,101,-87,115
interesting,4,91,-87,95
june,21,108,-87,129
join,23,110,-87,133
including,44,131,-87,175
specific,18,105,-87,123
else,10,97,-87,107
while,51,138,-87,189
web,73,161,-88,234
recent,8,97,-89,105
roberts,1,90,-89,91
along,11,100,-89,111
anything,16,105,-89,121
told,8,97,-89,105
don,95,184,-89,279
version,37,127,-90,164
type,34,124,-90,158
things,35,125,-90,160
rice,1,92,-91,93
global,11,102,-91,113
level,16,107,-91,123
modeling,1,92,-91,93
trying,4,95,-91,99
whether,8,99,-91,107
members,17,108,-91,125
var,1,93,-92,94
tel,12,104,-92,116
communications,8,100,-92,108
july,20,113,-93,133
martin,1,94,-93,95
mailto,1,94,-93,95
move,20,113,-93,133
event,4,97,-93,101
believe,35,128,-93,163
open,13,106,-93,119
michael,4,98,-94,102
its,82,176,-94,258
invite,3,97,-94,100
within,78,172,-94,250
assistant,2,97,-95,99
requested,9,104,-95,113
days,72,167,-95,239
her,33,128,-95,161
vice,2,97,-95,99
hearing,12,108,-96,120
early,4,100,-96,104
list,105,201,-96,306
america,9,105,-96,114
desk,4,100,-96,104
having,23,119,-96,142
bring,22,118,-96,140
graduate,1,97,-96,98
better,40,137,-97,177
engineering,5,102,-97,107
role,2,100,-98,102
trip,3,101,-98,104
until,25,123,-98,148
term,27,125,-98,152
credit,35,133,-98,168
location,6,105,-99,111
industry,31,130,-99,161
cost,41,140,-99,181
discussed,5,104,-99,109
valuation,1,101,-100,102
january,3,103,-100,106
needs,21,121,-100,142
february,1,101,-100,102
december,2,103,-101,105
area,18,119,-101,137
point,17,118,-101,135
yesterday,1,103,-102,104
texas,6,108,-102,114
important,31,133,-102,164
models,4,106,-102,110
associate,3,106,-103,109
used,26,129,-103,155
experience,16,119,-103,135
really,38,141,-103,179
those,41,144,-103,185
understand,16,119,-103,135
smith,1,105,-104,106
course,18,122,-104,140
president,17,121,-104,138
follow,14,119,-105,133
current,38,143,-105,181
details,41,147,-106,188
paper,6,112,-106,118
way,109,216,-107,325
job,8,115,-107,123
either,16,123,-107,139
she,21,129,-108,150
try,21,130,-109,151
update,10,120,-110,130
put,26,136,-110,162
place,28,138,-110,166
wanted,15,125,-110,140
years,47,158,-111,205
address,90,201,-111,291
dates,2,113,-111,115
room,4,115,-111,119
changes,27,139,-112,166
students,2,114,-112,116
discussion,1,113,-112,114
glad,4,116,-112,120
probably,7,120,-113,127
long,39,153,-114,192
book,10,124,-114,134
related,17,132,-115,149
mentioned,9,124,-115,133
technical,3,118,-115,121
david,6,122,-116,128
steve,1,117,-116,118
additional,31,147,-116,178
north,10,126,-116,136
respond,13,129,-116,142
issue,18,135,-117,153
part,41,158,-117,199
further,47,164,-117,211
plan,15,133,-118,148
manager,13,131,-118,144
lunch,1,120,-119,121
because,59,178,-119,237
scheduled,3,122,-119,125
note,29,149,-120,178
summer,5,125,-120,130
include,30,150,-120,180
weeks,23,145,-122,168
several,30,153,-123,183
services,43,166,-123,209
different,17,140,-123,157
sorry,18,142,-124,160
sincerely,37,161,-124,198
grant,5,130,-125,135
fyi,1,126,-125,127
free,113,238,-125,351
afternoon,2,128,-126,130
value,24,150,-126,174
professor,2,128,-126,130
tomorrow,5,131,-126,136
happy,21,148,-127,169
same,30,158,-128,188
received,55,183,-128,238
over,132,261,-129,393
problem,15,144,-129,159
ask,25,154,-129,179
file,13,143,-130,156
where,50,180,-130,230
etc,13,143,-130,156
managing,9,140,-131,149
person,24,155,-131,179
position,32,164,-132,196
attend,1,134,-133,135
march,5,139,-134,144
using,40,174,-134,214
pricing,6,141,-135,147
into,100,236,-136,336
name,74,211,-137,285
looking,53,190,-137,243
asked,7,144,-137,151
option,6,144,-138,150
mike,2,142,-140,144
come,34,174,-140,208
since,26,166,-140,192
system,54,194,-140,248
mark,5,146,-141,151
currently,33,174,-141,207
most,65,207,-142,272
already,28,170,-142,198
case,20,162,-142,182
comments,2,144,-142,146
kevin,1,144,-143,145
than,86,229,-143,315
access,45,188,-143,233
here,269,413,-144,682
today,78,222,-144,300
visit,75,220,-145,295
company,106,251,-145,357
interested,87,232,-145,319
want,137,283,-146,420
based,42,188,-146,230
another,27,176,-149,203
price,71,220,-149,291
each,34,183,-149,217
sure,33,182,-149,215
support,42,192,-150,234
might,37,188,-151,225
analysis,8,159,-151,167
did,26,177,-151,203
provide,69,221,-152,290
given,27,180,-153,207
end,32,185,-153,217
opportunity,31,184,-153,215
appreciate,9,162,-153,171
together,15,168,-153,183
people,66,220,-154,286
such,48,203,-155,251
going,37,192,-155,229
just,177,335,-158,512
interest,49,207,-158,256
tuesday,3,164,-161,167
financial,39,201,-162,240
copy,25,187,-162,212
feel,24,188,-164,212
great,72,236,-164,308
gas,7,172,-165,179
issues,4,170,-166,174
many,66,232,-166,298
below,81,249,-168,330
set,25,194,-169,219
options,11,181,-170,192
urltag,215,385,-170,600
director,18,190,-172,208
program,38,210,-172,248
only,142,315,-173,457
data,30,203,-173,233
still,23,196,-173,219
were,54,228,-174,282
between,20,195,-175,215
resume,1,179,-178,180
markets,6,185,-179,191
request,27,207,-180,234
during,17,199,-182,216
development,21,204,-183,225
process,21,207,-186,228
school,8,194,-186,202
soon,25,211,-186,236
review,25,212,-187,237
after,68,257,-189,325
few,54,243,-189,297
meet,23,213,-190,236
wednesday,1,191,-190,192
both,38,229,-191,267
however,20,212,-192,232
then,47,239,-192,286
market,50,242,-192,292
department,15,208,-193,223
first,61,257,-196,318
presentation,5,202,-197,207
project,15,213,-198,228
before,43,241,-198,284
business,155,353,-198,508
possible,29,229,-200,258
thursday,3,205,-202,208
john,3,206,-203,209
able,24,228,-204,252
london,6,212,-206,218
interview,3,210,-207,213
again,40,247,-207,287
much,57,265,-208,322
best,142,351,-209,493
trading,15,225,-210,240
through,61,272,-211,333
original,30,242,-212,272
doc,1,217,-216,218
how,98,319,-221,417
monday,2,223,-221,225
finance,6,228,-222,234
team,22,245,-223,267
use,88,311,-223,399
morning,28,252,-224,280
their,79,305,-226,384
available,85,312,-227,397
talk,7,234,-227,241
discuss,5,233,-228,238
take,83,312,-229,395
date,35,264,-229,299
give,51,280,-229,331
make,132,362,-230,494
schedule,1,233,-232,234
find,59,292,-233,351
them,51,285,-234,336
working,31,266,-235,297
back,40,278,-238,318
number,58,296,-238,354
year,47,286,-239,333
power,22,266,-244,288
regarding,21,267,-246,288
model,5,252,-247,257
day,73,322,-249,395
email,147,397,-250,544
out,166,416,-250,582
had,41,295,-254,336
mail,135,392,-257,527
phone,48,308,-260,356
him,21,282,-261,303
these,102,363,-261,465
good,96,359,-263,455
shall,19,284,-265,303
office,28,298,-270,326
friday,2,273,-271,275
two,35,311,-276,346
more,187,464,-277,651
send,68,352,-284,420
who,88,374,-286,462
when,75,371,-296,446
university,3,301,-298,304
dear,44,343,-299,387
help,70,369,-299,439
last,32,331,-299,363
hope,9,311,-302,320
following,54,357,-303,411
fax,27,331,-304,358
think,17,321,-304,338
new,145,452,-307,597
his,40,348,-308,388
they,61,370,-309,431
see,127,438,-311,565
next,42,355,-313,397
management,35,349,-314,384
risk,42,362,-320,404
information,162,489,-327,651
get,168,496,-328,664
message,117,446,-329,563
one,174,506,-332,680
questions,22,354,-332,376
sent,60,394,-334,454
well,44,385,-341,429
contact,61,406,-345,467
all,256,605,-349,861
could,62,421,-359,483
other,82,441,-359,523
thank,43,404,-361,447
which,90,456,-366,546
look,65,431,-366,496
week,49,417,-368,466
what,102,472,-370,574
corp,4,378,-374,382
been,94,470,-376,564
energy,12,389,-377,401
attached,5,396,-391,401
work,59,451,-392,510
shirley,1,396,-395,397
should,50,446,-396,496
need,120,520,-400,640
call,36,443,-407,479
was,107,522,-415,629
very,71,488,-417,559
but,126,545,-419,671
meeting,3,442,-439,445
forward,41,498,-457,539
may,115,574,-459,689
regards,55,514,-459,569
houston,4,473,-469,477
retag,2,477,-475,479
has,124,599,-475,723
there,76,552,-476,628
our,304,806,-502,1110
some,62,569,-507,631
also,80,589,-509,669
about,116,635,-519,751
like,132,660,-528,792
time,153,701,-548,854
not,289,841,-552,1130
group,33,600,-567,633
any,157,750,-593,907
research,17,627,-610,644
forwarded,1,617,-616,618
let,32,691,-659,723
emailtag,115,841,-726,956
know,88,835,-747,923
your,479,1271,-792,1750
can,165,959,-794,1124
puncttag,134,968,-834,1102
are,309,1205,-896,1514
from,300,1202,-902,1502
would,98,1005,-907,1103
thanks,22,941,-919,963
that,255,1296,-1041,1551
will,222,1278,-1056,1500
with,321,1379,-1058,1700
this,338,1451,-1113,1789
subject,75,1200,-1125,1275
please,171,1298,-1127,1469
have,300,1459,-1159,1759
you,489,1826,-1337,2315
and,502,1869,-1367,2371
for,455,1852,-1397,2307
vince,1,1459,-1458,1460
the,542,2104,-1562,2646
